architecture,auprc_mean,auprc_std,auroc_mean,auroc_std,recall_mean,recall_std,specificity_mean,specificity_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,f1_mean,f1_std,brier_mean,brier_std,log_loss_mean,log_loss_std,calibration_error_mean,calibration_error_std,training_seconds_mean,training_seconds_std,best_epoch_mean,best_epoch_std
joint_4ch,0.5338734455976152,0.11731288205271333,0.8759469696969697,0.04936973635506468,0.7,0.1728036779443977,0.8863636363636364,0.06275773305220035,0.7931818181818182,0.06095131300794189,0.5103826113114038,0.1947239618884121,0.5565608917072704,0.05867146608793274,0.11915043613511363,0.04083613404467601,0.3907360557010106,0.11294169209577298,0.18641778874583542,0.09872572204126609,25.547012360002554,7.595776232682487,7.2,5.495452665613635
shared_site,0.6207844424483346,0.1040052692702202,0.9162878787878788,0.011933321213654145,0.6,0.29697549468675766,0.9204545454545455,0.06377825091091946,0.7602272727272728,0.11710764994589126,0.6035281385281385,0.22717009123425605,0.5225983258800596,0.10293663058053454,0.11161054859394196,0.03665590872326649,0.3648715955382946,0.10523450864888217,0.17907830354245377,0.08348267321270599,68.09325645999925,17.49135469841531,10.0,4.898979485566356
