architecture,auprc_mean,auprc_std,auroc_mean,auroc_std,recall_mean,recall_std,specificity_mean,specificity_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,f1_mean,f1_std,brier_mean,brier_std,log_loss_mean,log_loss_std,calibration_error_mean,calibration_error_std,training_seconds_mean,training_seconds_std,best_epoch_mean,best_epoch_std
joint_4ch,0.5235765361382472,0.10017246402396605,0.8727272727272727,0.04485178792351233,0.6666666666666666,0.21245914639969934,0.8795454545454545,0.0635754578668153,0.7731060606060606,0.07683187150148411,0.45674603174603173,0.08052720589585108,0.5151629072681704,0.05872876238252299,0.12955084157601054,0.03659885996777119,0.4158642635309054,0.10304886734344892,0.19946376497112217,0.10290100842850528,26.994629159999022,6.15704099792821,8.0,4.795831523312719
shared_site,0.6041363927139145,0.04376766433982997,0.8975378787878787,0.024524504129558564,0.7,0.18257418583505536,0.8590909090909091,0.06151076637601983,0.7795454545454545,0.0706695765488005,0.4263294346978558,0.09115997994191313,0.5106741268031592,0.061594166647601443,0.12862667496937247,0.028767545039662674,0.4184013710272493,0.07410414117488222,0.22566923188231885,0.06866137770067847,59.266279040001976,10.027267035827679,6.8,2.588435821108957
