architecture,auprc_mean,auprc_std,auroc_mean,auroc_std,recall_mean,recall_std,specificity_mean,specificity_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,f1_mean,f1_std,brier_mean,brier_std,log_loss_mean,log_loss_std,calibration_error_mean,calibration_error_std,training_seconds_mean,training_seconds_std,best_epoch_mean,best_epoch_std
joint_4ch,0.5392689103234912,0.07755096551324034,0.8893939393939394,0.033173687948198985,0.7833333333333334,0.16244657241348273,0.884090909090909,0.030491836056815276,0.8337121212121212,0.07059085868340349,0.4836038961038961,0.05430552712760009,0.5917043740573152,0.06044390042648804,0.1244416492228603,0.06131893758574955,0.39687461181139494,0.1539535069752503,0.18447098637185994,0.137009867010054,25.140637460001745,4.423355832813474,6.0,2.6457513110645907
shared_site,0.5689921456734274,0.10835426497530076,0.9054924242424243,0.015522794748215355,0.7666666666666666,0.1707825127659933,0.85,0.07848316659014548,0.8083333333333332,0.05527253725545489,0.4368469174503657,0.09296897906792174,0.5395486324611145,0.061062855537282676,0.11828087256875337,0.050839255732829304,0.38429779277433296,0.12670629664803482,0.18906784244254232,0.09352812375867411,66.27636568000162,25.601083173593402,8.6,7.021395872616783
