patients,hfref_patients,threshold,auprc,auroc,recall,specificity,balanced_accuracy,precision,f1,brier,log_loss,calibration_error,tn,fp,fn,tp,architecture,seed,train_folds,tuning_fold,scoring_fold,train_patients,tuning_patients,scoring_patients,best_epoch,epochs_run,best_tuning_auroc,tuning_auprc,tuning_auroc,tuning_f1,parameter_count,training_seconds,checkpoint_bytes,device,batch_size,focal_alpha,focal_gamma,learning_rate,weight_decay,max_epochs,patience,site_order,training_crop,tuning_and_scoring_input,shape_check_mode
100,12,0.6154538989067078,0.3743795709058325,0.8645833333333333,0.6666666666666666,0.875,0.7708333333333333,0.42105263157894735,0.5161290322580645,0.17607689510122027,0.5367274576187075,0.29929765954613685,77,11,4,8,joint_4ch,42,"[2, 3, 4]",1,0,300,100,100,3,13,0.8977272727272727,0.6419566544566545,0.8977272727272727,0.6923076923076923,522433,22.729013700001815,2124322,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.781484454870224,0.5313177585849155,0.9109848484848485,0.3333333333333333,0.9659090909090909,0.6496212121212122,0.5714285714285714,0.42105263157894735,0.15585916255953003,0.4812568878612058,0.2711688285693526,85,3,8,4,shared_site,42,"[2, 3, 4]",1,0,300,100,100,8,18,0.8674242424242423,0.646036979423595,0.8674242424242423,0.5882352941176471,521377,59.519588700000895,2121890,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.6370662152767181,0.6516570927888065,0.8589015151515151,0.5,0.9886363636363636,0.7443181818181819,0.8571428571428571,0.631578947368421,0.08153983149585063,0.2709227256514753,0.062253253059461715,87,1,6,6,joint_4ch,42,"[0, 3, 4]",2,1,300,100,100,9,19,0.8854166666666667,0.6705996669050857,0.8854166666666667,0.631578947368421,522433,26.474600700006704,2124322,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.10663215443491936,0.7592739637576594,0.9204545454545454,0.8333333333333334,0.8636363636363636,0.8484848484848485,0.45454545454545453,0.5882352941176471,0.06488020439716145,0.21679384599072488,0.059092987349722535,76,12,2,10,shared_site,42,"[0, 3, 4]",2,1,300,100,100,7,17,0.9166666666666667,0.5986790943834288,0.9166666666666667,0.6451612903225806,521377,57.40125429999898,2121890,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.41020771861076355,0.4760681410441712,0.8077651515151515,0.5833333333333334,0.8863636363636364,0.7348484848484849,0.4117647058823529,0.4827586206896552,0.10911062788391881,0.37958640663062676,0.16438734516501427,78,10,5,7,joint_4ch,42,"[0, 1, 4]",3,2,300,100,100,3,13,0.9024621212121212,0.4526009486729301,0.9024621212121212,0.6666666666666666,522433,18.55402049999975,2124322,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.730979323387146,0.6124255575342533,0.9147727272727273,0.25,1.0,0.625,1.0,0.4,0.11417698240265625,0.3862841328878846,0.197053614705801,88,0,9,3,shared_site,42,"[0, 1, 4]",3,2,300,100,100,5,15,0.9261363636363636,0.6819483348895115,0.9261363636363636,0.6666666666666666,521377,51.1616384999943,2121890,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.45442143082618713,0.6446428571428572,0.9214015151515151,0.9166666666666666,0.8181818181818182,0.8674242424242424,0.4074074074074074,0.5641025641025641,0.14510129831715848,0.4701624514488546,0.27303278341889387,72,16,1,11,joint_4ch,42,"[0, 1, 2]",4,3,300,100,100,5,15,0.9479166666666666,0.7051873983859278,0.9479166666666666,0.7058823529411765,522433,21.81490230000054,2124322,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.5352572202682495,0.5133086206306021,0.9015151515151514,0.9166666666666666,0.8522727272727273,0.884469696969697,0.4583333333333333,0.6111111111111112,0.13633074413826074,0.43448370423037974,0.23214197348803284,75,13,1,11,shared_site,42,"[0, 1, 2]",4,3,300,100,100,13,23,0.9431818181818182,0.6743857885972491,0.9431818181818182,0.6896551724137931,521377,79.33034970000153,2121890,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.37147974967956543,0.5226195661064081,0.9270833333333334,0.8333333333333334,0.8636363636363636,0.8484848484848485,0.45454545454545453,0.5882352941176471,0.08392352787741993,0.2962812371553889,0.13311790253967049,76,12,2,10,joint_4ch,42,"[1, 2, 3]",0,4,300,100,100,16,26,0.90625,0.5077269206301465,0.90625,0.6060606060606061,522433,38.16252460000396,2124322,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
100,12,0.4607454985380173,0.6875963117342428,0.9337121212121213,0.6666666666666666,0.9204545454545454,0.793560606060606,0.5333333333333333,0.5925925925925926,0.08680564947210125,0.3055394067212781,0.13593411359935997,81,7,4,8,shared_site,42,"[1, 2, 3]",0,4,300,100,100,17,27,0.9327651515151515,0.5824577177208756,0.9327651515151515,0.6451612903225806,521377,93.05345110000053,2121890,cuda,16,0.88,2.0,0.001,0.0001,50,10,"['APEX', 'LLSB', 'LUSB', 'RUSB']",full,full_30s,evaluation_without_gradients
