architecture,auprc_mean,auprc_std,auroc_mean,auroc_std,recall_mean,recall_std,specificity_mean,specificity_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,f1_mean,f1_std,brier_mean,brier_std,log_loss_mean,log_loss_std,calibration_error_mean,calibration_error_std,training_seconds_mean,training_seconds_std,best_epoch_mean,best_epoch_std
joint_4ch,0.4824079347291949,0.06711164136895967,0.8797348484848484,0.03513372435433551,0.5333333333333333,0.15138251770487457,0.9181818181818182,0.02941404342169268,0.7257575757575758,0.06494030687716432,0.47523616734143054,0.053828859188575814,0.49284485407066053,0.08007910210535883,0.12625741046905517,0.03691716509992341,0.40688109019616225,0.09500690742283921,0.19810392472893,0.08390415447809352,30.248599380000087,7.8308746224049814,10.2,5.06951674225463
shared_site,0.5571830501789288,0.0859189993299844,0.8856060606060605,0.03259419624393088,0.6833333333333333,0.24579802006254375,0.884090909090909,0.06398040118299657,0.7837121212121212,0.09260375946589658,0.46499676793794437,0.058341585018836066,0.5281343012704174,0.07254374350253275,0.1265215927203173,0.0231212468463667,0.4151790165081205,0.05560436486727358,0.21770168279111385,0.04365245458394313,52.33126009999978,8.402227577198927,5.0,2.345207879911715
