Seed,Cutoff_Rule,Architecture,Fold,Quality_Measure,Quality_Group,patients,hfref_patients,non_hfref_patients,recall,specificity,tp,fn,tn,fp
2026,maximum_tuning_f1,shared_site,1,mean_baseline_drift_rms_ratio,middle,39,4,35,1.0,0.8857142857142857,4,0,31,4
2026,maximum_tuning_f1,shared_site,1,mean_high_frequency_rms_ratio,high,37,6,31,0.8333333333333334,0.8064516129032258,5,1,25,6
2026,maximum_tuning_f1,shared_site,1,mean_high_frequency_rms_ratio,low,27,5,22,1.0,0.7272727272727273,5,0,16,6
2026,maximum_tuning_f1,shared_site,1,mean_high_frequency_rms_ratio,middle,36,1,35,1.0,0.8285714285714286,1,0,29,6
2026,maximum_tuning_f1,shared_site,2,beat_detection_check,all_sites_passed,98,11,87,0.5454545454545454,0.9310344827586207,6,5,81,6
2026,maximum_tuning_f1,shared_site,2,beat_detection_check,one_or_more_failed,2,1,1,0.0,1.0,0,1,1,0
2026,maximum_tuning_f1,shared_site,2,mean_baseline_drift_rms_ratio,high,30,5,25,0.4,0.96,2,3,24,1
2026,maximum_tuning_f1,shared_site,2,mean_baseline_drift_rms_ratio,low,35,4,31,0.75,0.9032258064516129,3,1,28,3
2026,maximum_tuning_f1,shared_site,2,mean_baseline_drift_rms_ratio,middle,35,3,32,0.3333333333333333,0.9375,1,2,30,2
2026,maximum_tuning_f1,shared_site,2,mean_high_frequency_rms_ratio,high,40,3,37,0.6666666666666666,0.9459459459459459,2,1,35,2
2026,maximum_tuning_f1,shared_site,2,mean_high_frequency_rms_ratio,low,30,8,22,0.375,0.9090909090909091,3,5,20,2
2026,maximum_tuning_f1,shared_site,2,mean_high_frequency_rms_ratio,middle,30,1,29,1.0,0.9310344827586207,1,0,27,2
2026,maximum_tuning_f1,shared_site,3,beat_detection_check,all_sites_passed,100,12,88,0.9166666666666666,0.75,11,1,66,22
2026,maximum_tuning_f1,shared_site,3,mean_baseline_drift_rms_ratio,high,32,3,29,0.6666666666666666,0.8275862068965517,2,1,24,5
2026,maximum_tuning_f1,shared_site,3,mean_baseline_drift_rms_ratio,low,32,3,29,1.0,0.6551724137931034,3,0,19,10
2026,maximum_tuning_f1,shared_site,3,mean_baseline_drift_rms_ratio,middle,36,6,30,1.0,0.7666666666666667,6,0,23,7
2026,maximum_tuning_f1,shared_site,3,mean_high_frequency_rms_ratio,high,26,3,23,0.6666666666666666,0.8695652173913043,2,1,20,3
2026,maximum_tuning_f1,shared_site,3,mean_high_frequency_rms_ratio,low,44,9,35,1.0,0.5142857142857142,9,0,18,17
2026,maximum_tuning_f1,shared_site,3,mean_high_frequency_rms_ratio,middle,30,0,30,,0.9333333333333333,0,0,28,2
2026,maximum_tuning_f1,shared_site,4,beat_detection_check,all_sites_passed,99,12,87,0.75,0.9195402298850575,9,3,80,7
2026,maximum_tuning_f1,shared_site,4,beat_detection_check,one_or_more_failed,1,0,1,,1.0,0,0,1,0
2026,maximum_tuning_f1,shared_site,4,mean_baseline_drift_rms_ratio,high,39,2,37,0.5,0.918918918918919,1,1,34,3
2026,maximum_tuning_f1,shared_site,4,mean_baseline_drift_rms_ratio,low,33,7,26,0.7142857142857143,0.8846153846153846,5,2,23,3
2026,maximum_tuning_f1,shared_site,4,mean_baseline_drift_rms_ratio,middle,28,3,25,1.0,0.96,3,0,24,1
2026,maximum_tuning_f1,shared_site,4,mean_high_frequency_rms_ratio,high,32,4,28,0.5,0.9642857142857143,2,2,27,1
2026,maximum_tuning_f1,shared_site,4,mean_high_frequency_rms_ratio,low,30,7,23,0.8571428571428571,0.8695652173913043,6,1,20,3
2026,maximum_tuning_f1,shared_site,4,mean_high_frequency_rms_ratio,middle,38,1,37,1.0,0.918918918918919,1,0,34,3
2026,target_90pct_tuning_specificity,joint_4ch,0,beat_detection_check,all_sites_passed,100,12,88,0.8333333333333334,0.8636363636363636,10,2,76,12
2026,target_90pct_tuning_specificity,joint_4ch,0,mean_baseline_drift_rms_ratio,high,37,2,35,1.0,0.9428571428571428,2,0,33,2
2026,target_90pct_tuning_specificity,joint_4ch,0,mean_baseline_drift_rms_ratio,low,35,7,28,0.7142857142857143,0.7857142857142857,5,2,22,6
2026,target_90pct_tuning_specificity,joint_4ch,0,mean_baseline_drift_rms_ratio,middle,28,3,25,1.0,0.84,3,0,21,4
2026,target_90pct_tuning_specificity,joint_4ch,0,mean_high_frequency_rms_ratio,high,33,2,31,1.0,0.8709677419354839,2,0,27,4
2026,target_90pct_tuning_specificity,joint_4ch,0,mean_high_frequency_rms_ratio,low,37,6,31,0.8333333333333334,0.8064516129032258,5,1,25,6
2026,target_90pct_tuning_specificity,joint_4ch,0,mean_high_frequency_rms_ratio,middle,30,4,26,0.75,0.9230769230769231,3,1,24,2
2026,target_90pct_tuning_specificity,joint_4ch,1,beat_detection_check,all_sites_passed,100,12,88,0.8333333333333334,0.875,10,2,77,11
2026,target_90pct_tuning_specificity,joint_4ch,1,mean_baseline_drift_rms_ratio,high,29,1,28,1.0,0.7857142857142857,1,0,22,6
2026,target_90pct_tuning_specificity,joint_4ch,1,mean_baseline_drift_rms_ratio,low,32,7,25,0.7142857142857143,0.88,5,2,22,3
2026,target_90pct_tuning_specificity,joint_4ch,1,mean_baseline_drift_rms_ratio,middle,39,4,35,1.0,0.9428571428571428,4,0,33,2
2026,target_90pct_tuning_specificity,joint_4ch,1,mean_high_frequency_rms_ratio,high,37,6,31,0.8333333333333334,0.8387096774193549,5,1,26,5
2026,target_90pct_tuning_specificity,joint_4ch,1,mean_high_frequency_rms_ratio,low,27,5,22,0.8,0.9090909090909091,4,1,20,2
2026,target_90pct_tuning_specificity,joint_4ch,1,mean_high_frequency_rms_ratio,middle,36,1,35,1.0,0.8857142857142857,1,0,31,4
2026,target_90pct_tuning_specificity,joint_4ch,2,beat_detection_check,all_sites_passed,98,11,87,0.45454545454545453,0.9425287356321839,5,6,82,5
2026,target_90pct_tuning_specificity,joint_4ch,2,beat_detection_check,one_or_more_failed,2,1,1,0.0,1.0,0,1,1,0
2026,target_90pct_tuning_specificity,joint_4ch,2,mean_baseline_drift_rms_ratio,high,30,5,25,0.4,0.96,2,3,24,1
2026,target_90pct_tuning_specificity,joint_4ch,2,mean_baseline_drift_rms_ratio,low,35,4,31,0.5,0.9032258064516129,2,2,28,3
2026,target_90pct_tuning_specificity,joint_4ch,2,mean_baseline_drift_rms_ratio,middle,35,3,32,0.3333333333333333,0.96875,1,2,31,1
2026,target_90pct_tuning_specificity,joint_4ch,2,mean_high_frequency_rms_ratio,high,40,3,37,0.3333333333333333,0.972972972972973,1,2,36,1
2026,target_90pct_tuning_specificity,joint_4ch,2,mean_high_frequency_rms_ratio,low,30,8,22,0.375,0.9090909090909091,3,5,20,2
2026,target_90pct_tuning_specificity,joint_4ch,2,mean_high_frequency_rms_ratio,middle,30,1,29,1.0,0.9310344827586207,1,0,27,2
2026,target_90pct_tuning_specificity,joint_4ch,3,beat_detection_check,all_sites_passed,100,12,88,0.8333333333333334,0.8636363636363636,10,2,76,12
2026,target_90pct_tuning_specificity,joint_4ch,3,mean_baseline_drift_rms_ratio,high,32,3,29,0.3333333333333333,0.9310344827586207,1,2,27,2
2026,target_90pct_tuning_specificity,joint_4ch,3,mean_baseline_drift_rms_ratio,low,32,3,29,1.0,0.8620689655172413,3,0,25,4
2026,target_90pct_tuning_specificity,joint_4ch,3,mean_baseline_drift_rms_ratio,middle,36,6,30,1.0,0.8,6,0,24,6
2026,target_90pct_tuning_specificity,joint_4ch,3,mean_high_frequency_rms_ratio,high,26,3,23,0.6666666666666666,0.9565217391304348,2,1,22,1
2026,target_90pct_tuning_specificity,joint_4ch,3,mean_high_frequency_rms_ratio,low,44,9,35,0.8888888888888888,0.7142857142857143,8,1,25,10
2026,target_90pct_tuning_specificity,joint_4ch,3,mean_high_frequency_rms_ratio,middle,30,0,30,,0.9666666666666667,0,0,29,1
2026,target_90pct_tuning_specificity,joint_4ch,4,beat_detection_check,all_sites_passed,99,12,87,0.25,0.9310344827586207,3,9,81,6
2026,target_90pct_tuning_specificity,joint_4ch,4,beat_detection_check,one_or_more_failed,1,0,1,,1.0,0,0,1,0
2026,target_90pct_tuning_specificity,joint_4ch,4,mean_baseline_drift_rms_ratio,high,39,2,37,0.0,0.9459459459459459,0,2,35,2
2026,target_90pct_tuning_specificity,joint_4ch,4,mean_baseline_drift_rms_ratio,low,33,7,26,0.14285714285714285,0.9230769230769231,1,6,24,2
2026,target_90pct_tuning_specificity,joint_4ch,4,mean_baseline_drift_rms_ratio,middle,28,3,25,0.6666666666666666,0.92,2,1,23,2
2026,target_90pct_tuning_specificity,joint_4ch,4,mean_high_frequency_rms_ratio,high,32,4,28,0.5,1.0,2,2,28,0
2026,target_90pct_tuning_specificity,joint_4ch,4,mean_high_frequency_rms_ratio,low,30,7,23,0.14285714285714285,0.8260869565217391,1,6,19,4
2026,target_90pct_tuning_specificity,joint_4ch,4,mean_high_frequency_rms_ratio,middle,38,1,37,0.0,0.9459459459459459,0,1,35,2
2026,target_90pct_tuning_specificity,shared_site,0,beat_detection_check,all_sites_passed,100,12,88,0.75,0.8522727272727273,9,3,75,13
2026,target_90pct_tuning_specificity,shared_site,0,mean_baseline_drift_rms_ratio,high,37,2,35,0.5,0.8857142857142857,1,1,31,4
2026,target_90pct_tuning_specificity,shared_site,0,mean_baseline_drift_rms_ratio,low,35,7,28,0.7142857142857143,0.8214285714285714,5,2,23,5
2026,target_90pct_tuning_specificity,shared_site,0,mean_baseline_drift_rms_ratio,middle,28,3,25,1.0,0.84,3,0,21,4
2026,target_90pct_tuning_specificity,shared_site,0,mean_high_frequency_rms_ratio,high,33,2,31,1.0,0.8387096774193549,2,0,26,5
2026,target_90pct_tuning_specificity,shared_site,0,mean_high_frequency_rms_ratio,low,37,6,31,1.0,0.8064516129032258,6,0,25,6
2026,target_90pct_tuning_specificity,shared_site,0,mean_high_frequency_rms_ratio,middle,30,4,26,0.25,0.9230769230769231,1,3,24,2
2026,target_90pct_tuning_specificity,shared_site,1,beat_detection_check,all_sites_passed,100,12,88,0.5833333333333334,0.9545454545454546,7,5,84,4
2026,target_90pct_tuning_specificity,shared_site,1,mean_baseline_drift_rms_ratio,high,29,1,28,1.0,0.8928571428571429,1,0,25,3
2026,target_90pct_tuning_specificity,shared_site,1,mean_baseline_drift_rms_ratio,low,32,7,25,0.42857142857142855,0.96,3,4,24,1
2026,target_90pct_tuning_specificity,shared_site,1,mean_baseline_drift_rms_ratio,middle,39,4,35,0.75,1.0,3,1,35,0
2026,target_90pct_tuning_specificity,shared_site,1,mean_high_frequency_rms_ratio,high,37,6,31,0.5,0.9032258064516129,3,3,28,3
2026,target_90pct_tuning_specificity,shared_site,1,mean_high_frequency_rms_ratio,low,27,5,22,0.8,1.0,4,1,22,0
2026,target_90pct_tuning_specificity,shared_site,1,mean_high_frequency_rms_ratio,middle,36,1,35,0.0,0.9714285714285714,0,1,34,1
2026,target_90pct_tuning_specificity,shared_site,2,beat_detection_check,all_sites_passed,98,11,87,0.45454545454545453,0.9540229885057471,5,6,83,4
2026,target_90pct_tuning_specificity,shared_site,2,beat_detection_check,one_or_more_failed,2,1,1,0.0,1.0,0,1,1,0
2026,target_90pct_tuning_specificity,shared_site,2,mean_baseline_drift_rms_ratio,high,30,5,25,0.4,0.96,2,3,24,1
2026,target_90pct_tuning_specificity,shared_site,2,mean_baseline_drift_rms_ratio,low,35,4,31,0.75,0.9354838709677419,3,1,29,2
2026,target_90pct_tuning_specificity,shared_site,2,mean_baseline_drift_rms_ratio,middle,35,3,32,0.0,0.96875,0,3,31,1
2026,target_90pct_tuning_specificity,shared_site,2,mean_high_frequency_rms_ratio,high,40,3,37,0.6666666666666666,0.972972972972973,2,1,36,1
2026,target_90pct_tuning_specificity,shared_site,2,mean_high_frequency_rms_ratio,low,30,8,22,0.25,0.9090909090909091,2,6,20,2
2026,target_90pct_tuning_specificity,shared_site,2,mean_high_frequency_rms_ratio,middle,30,1,29,1.0,0.9655172413793104,1,0,28,1
2026,target_90pct_tuning_specificity,shared_site,3,beat_detection_check,all_sites_passed,100,12,88,0.9166666666666666,0.8181818181818182,11,1,72,16
2026,target_90pct_tuning_specificity,shared_site,3,mean_baseline_drift_rms_ratio,high,32,3,29,0.6666666666666666,0.8620689655172413,2,1,25,4
2026,target_90pct_tuning_specificity,shared_site,3,mean_baseline_drift_rms_ratio,low,32,3,29,1.0,0.7931034482758621,3,0,23,6
2026,target_90pct_tuning_specificity,shared_site,3,mean_baseline_drift_rms_ratio,middle,36,6,30,1.0,0.8,6,0,24,6
2026,target_90pct_tuning_specificity,shared_site,3,mean_high_frequency_rms_ratio,high,26,3,23,0.6666666666666666,0.8695652173913043,2,1,20,3
2026,target_90pct_tuning_specificity,shared_site,3,mean_high_frequency_rms_ratio,low,44,9,35,1.0,0.6285714285714286,9,0,22,13
2026,target_90pct_tuning_specificity,shared_site,3,mean_high_frequency_rms_ratio,middle,30,0,30,,1.0,0,0,30,0
2026,target_90pct_tuning_specificity,shared_site,4,beat_detection_check,all_sites_passed,99,12,87,0.8333333333333334,0.896551724137931,10,2,78,9
2026,target_90pct_tuning_specificity,shared_site,4,beat_detection_check,one_or_more_failed,1,0,1,,0.0,0,0,0,1
2026,target_90pct_tuning_specificity,shared_site,4,mean_baseline_drift_rms_ratio,high,39,2,37,0.5,0.8918918918918919,1,1,33,4
2026,target_90pct_tuning_specificity,shared_site,4,mean_baseline_drift_rms_ratio,low,33,7,26,0.8571428571428571,0.8846153846153846,6,1,23,3
2026,target_90pct_tuning_specificity,shared_site,4,mean_baseline_drift_rms_ratio,middle,28,3,25,1.0,0.88,3,0,22,3
2026,target_90pct_tuning_specificity,shared_site,4,mean_high_frequency_rms_ratio,high,32,4,28,0.75,0.8928571428571429,3,1,25,3
2026,target_90pct_tuning_specificity,shared_site,4,mean_high_frequency_rms_ratio,low,30,7,23,0.8571428571428571,0.8260869565217391,6,1,19,4
2026,target_90pct_tuning_specificity,shared_site,4,mean_high_frequency_rms_ratio,middle,38,1,37,1.0,0.918918918918919,1,0,34,3
